55	Creates Operators needed for model evaluation and returns.      It gets prediction over inputs via Cloud ML Engine BatchPrediction API by     calling MLEngineBatchPredictionOperator, then summarize and validate     the result via Cloud Dataflow using DataFlowPythonOperator.      For details and pricing about Batch prediction, please refer to the website     https://cloud.google.com/ml-engine/docs/how-tos/batch-predict     and for Cloud Dataflow, https://cloud.google.com/dataflow/docs/      It returns three chained operators for prediction, summary, and validation,     named as <prefix>-prediction, <prefix>-summary, and <prefix>-validation,     respectively.     (<prefix> should contain only alphanumeric characters or hyphen.)      The upstream and downstream can be set accordingly like:       pred, _, val = create_evaluate_ops(...)       pred.set_upstream(upstream_op)       ...       downstream_op.set_upstream(val)      Callers will provide two python callables, metric_fn and validate_fn, in     order to customize the evaluation behavior as they wish.     - metric_fn receives a dictionary per instance derived from json in the       batch prediction result. The keys might vary depending on the model.       It should return a tuple of metrics.     - validation_fn receives a dictionary of the averaged metrics that metric_fn       generated over all instances.       The key/value of the dictionary matches to what's given by       metric_fn_and_keys arg.       The dictionary contains an additional metric, 'count' to represent the       total number of instances received for evaluation.       The function would raise an exception to mark the task as failed, in a       case the validation result is not okay to proceed (i.e. to set the trained       version as default).      Typical examples are like this:      def get_metric_fn_and_keys():         import math  # imports should be outside of the metric_fn below.         def error_and_squared_error(inst):             label = float(inst['input_label'])             classes = float(inst['classes'])  # 0 or 1             err = abs(classes-label)             squared_err = math.pow(classes-label, 2)             return (err, squared_err)  # returns a tuple.         return error_and_squared_error, ['err', 'mse']  # key order must match.      def validate_err_and_count(summary):         if summary['err'] > 0.2:             raise ValueError('Too high err>0.2; summary=%s' % summary)         if summary['mse'] > 0.05:             raise ValueError('Too high mse>0.05; summary=%s' % summary)         if summary['count'] < 1000:             raise ValueError('Too few instances<1000; summary=%s' % summary)         return summary      For the details on the other BatchPrediction-related arguments (project_id,     job_id, region, data_format, input_paths, prediction_path, model_uri),     please refer to MLEngineBatchPredictionOperator too.      :param task_prefix: a prefix for the tasks. Only alphanumeric characters and         hyphen are allowed (no underscores), since this will be used as dataflow         job name, which doesn't allow other characters.     :type task_prefix: str      :param data_format: either of 'TEXT', 'TF_RECORD', 'TF_RECORD_GZIP'     :type data_format: str      :param input_paths: a list of input paths to be sent to BatchPrediction.     :type input_paths: list[str]      :param prediction_path: GCS path to put the prediction results in.     :type prediction_path: str      :param metric_fn_and_keys: a tuple of metric_fn and metric_keys:         - metric_fn is a function that accepts a dictionary (for an instance),           and returns a tuple of metric(s) that it calculates.         - metric_keys is a list of strings to denote the key of each metric.     :type metric_fn_and_keys: tuple of a function and a list[str]      :param validate_fn: a function to validate whether the averaged metric(s) is         good enough to push the model.     :type validate_fn: function      :param batch_prediction_job_id: the id to use for the Cloud ML Batch         prediction job. Passed directly to the MLEngineBatchPredictionOperator as         the job_id argument.     :type batch_prediction_job_id: str      :param project_id: the Google Cloud Platform project id in which to execute         Cloud ML Batch Prediction and Dataflow jobs. If None, then the `dag`'s         `default_args['project_id']` will be used.     :type project_id: str      :param region: the Google Cloud Platform region in which to execute Cloud ML         Batch Prediction and Dataflow jobs. If None, then the `dag`'s         `default_args['region']` will be used.     :type region: str      :param dataflow_options: options to run Dataflow jobs. If None, then the         `dag`'s `default_args['dataflow_default_options']` will be used.     :type dataflow_options: dictionary      :param model_uri: GCS path of the model exported by Tensorflow using         tensorflow.estimator.export_savedmodel(). It cannot be used with         model_name or version_name below. See MLEngineBatchPredictionOperator for         more detail.     :type model_uri: str      :param model_name: Used to indicate a model to use for prediction. Can be         used in combination with version_name, but cannot be used together with         model_uri. See MLEngineBatchPredictionOperator for more detail. If None,         then the `dag`'s `default_args['model_name']` will be used.     :type model_name: str      :param version_name: Used to indicate a model version to use for prediction,         in combination with model_name. Cannot be used together with model_uri.         See MLEngineBatchPredictionOperator for more detail. If None, then the         `dag`'s `default_args['version_name']` will be used.     :type version_name: str      :param dag: The `DAG` to use for all Operators.     :type dag: airflow.models.DAG      :returns: a tuple of three operators, (prediction, summary, validation)     :rtype: tuple(DataFlowPythonOperator, DataFlowPythonOperator,                   PythonOperator)
56	Creates the directory specified by path, creating intermediate directories     as necessary. If directory already exists, this is a no-op.      :param path: The directory to create     :type path: str     :param mode: The mode to give to the directory e.g. 0o755, ignores umask     :type mode: int
57	A small helper function to convert a string to a numeric value     if appropriate      :param s: the string to be converted     :type s: str
58	Make a naive datetime.datetime in a given time zone aware.      :param value: datetime     :param timezone: timezone     :return: localized datetime in settings.TIMEZONE or timezone
59	Make an aware datetime.datetime naive in a given time zone.      :param value: datetime     :param timezone: timezone     :return: naive datetime
60	Wrapper around datetime.datetime that adds settings.TIMEZONE if tzinfo not specified      :return: datetime.datetime
61	Establish a connection to druid broker.
62	Returns http session for use with requests          :param headers: additional headers to be passed through as a dictionary         :type headers: dict
63	Performs the request          :param endpoint: the endpoint to be called i.e. resource/v1/query?         :type endpoint: str         :param data: payload to be uploaded or request parameters         :type data: dict         :param headers: additional headers to be passed through as a dictionary         :type headers: dict         :param extra_options: additional options to be used when executing the request             i.e. {'check_response': False} to avoid checking raising exceptions on non             2XX or 3XX status codes         :type extra_options: dict
64	Checks the status code and raise an AirflowException exception on non 2XX or 3XX         status codes          :param response: A requests response object         :type response: requests.response
65	Grabs extra options like timeout and actually runs the request,         checking for the result          :param session: the session to be used to execute the request         :type session: requests.Session         :param prepped_request: the prepared request generated in run()         :type prepped_request: session.prepare_request         :param extra_options: additional options to be used when executing the request             i.e. {'check_response': False} to avoid checking raising exceptions on non 2XX             or 3XX status codes         :type extra_options: dict
66	Contextmanager that will create and teardown a session.
67	Function decorator that provides a session if it isn't provided.     If you want to reuse a session or run the function as part of a     database transaction, you pass it to the function, if not this wrapper     will create one and close it for you.
68	Clear out the database
69	Parses some DatabaseError to provide a better error message
70	Get a set of records from Presto
71	Get a pandas dataframe from a sql query.
72	Execute the statement against Presto. Can be used to create views.
73	A generic way to insert a set of tuples into a table.          :param table: Name of the target table         :type table: str         :param rows: The rows to insert into the table         :type rows: iterable of tuples         :param target_fields: The names of the columns to fill in the table         :type target_fields: iterable of strings
74	Return a cosmos db client.
75	Checks if a collection exists in CosmosDB.
76	Creates a new collection in the CosmosDB database.
77	Checks if a database exists in CosmosDB.
78	Creates a new database in CosmosDB.
79	Deletes an existing database in CosmosDB.
80	Deletes an existing collection in the CosmosDB database.
81	Insert a list of new documents into an existing collection in the CosmosDB database.
82	Delete an existing document out of a collection in the CosmosDB database.
83	Get a document from an existing collection in the CosmosDB database.
84	Get a list of documents from an existing collection in the CosmosDB database via SQL query.
85	Returns the Cloud Function with the given name.          :param name: Name of the function.         :type name: str         :return: A Cloud Functions object representing the function.         :rtype: dict
86	Creates a new function in Cloud Function in the location specified in the body.          :param location: The location of the function.         :type location: str         :param body: The body required by the Cloud Functions insert API.         :type body: dict         :param project_id: Optional, Google Cloud Project project_id where the function belongs.             If set to None or missing, the default project_id from the GCP connection is used.         :type project_id: str         :return: None
87	Updates Cloud Functions according to the specified update mask.          :param name: The name of the function.         :type name: str         :param body: The body required by the cloud function patch API.         :type body: dict         :param update_mask: The update mask - array of fields that should be patched.         :type update_mask: [str]         :return: None
88	Uploads zip file with sources.          :param location: The location where the function is created.         :type location: str         :param zip_path: The path of the valid .zip file to upload.         :type zip_path: str         :param project_id: Optional, Google Cloud Project project_id where the function belongs.             If set to None or missing, the default project_id from the GCP connection is used.         :type project_id: str         :return: The upload URL that was returned by generateUploadUrl method.
89	Deletes the specified Cloud Function.          :param name: The name of the function.         :type name: str         :return: None
90	Wrapper around the private _get_dep_statuses method that contains some global         checks for all dependencies.          :param ti: the task instance to get the dependency status for         :type ti: airflow.models.TaskInstance         :param session: database session         :type session: sqlalchemy.orm.session.Session         :param dep_context: the context for which this dependency should be evaluated for         :type dep_context: DepContext
91	Returns whether or not this dependency is met for a given task instance. A         dependency is considered met if all of the dependency statuses it reports are         passing.          :param ti: the task instance to see if this dependency is met for         :type ti: airflow.models.TaskInstance         :param session: database session         :type session: sqlalchemy.orm.session.Session         :param dep_context: The context this dependency is being checked under that stores             state that can be used by this dependency.         :type dep_context: BaseDepContext
92	Returns an iterable of strings that explain why this dependency wasn't met.          :param ti: the task instance to see if this dependency is met for         :type ti: airflow.models.TaskInstance         :param session: database session         :type session: sqlalchemy.orm.session.Session         :param dep_context: The context this dependency is being checked under that stores             state that can be used by this dependency.         :type dep_context: BaseDepContext
93	Parses a config file for s3 credentials. Can currently     parse boto, s3cmd.conf and AWS SDK config formats      :param config_file_name: path to the config file     :type config_file_name: str     :param config_format: config type. One of "boto", "s3cmd" or "aws".         Defaults to "boto"     :type config_format: str     :param profile: profile name in AWS type config file     :type profile: str
94	Get the underlying `botocore.Credentials` object.          This contains the following authentication attributes: access_key, secret_key and token.
95	Returns verticaql connection object
96	Ensure all logging output has been flushed
97	If the path contains a folder with a .zip suffix, then     the folder is treated as a zip archive and path to zip is returned.
98	Traverse a directory and look for Python files.      :param directory: the directory to traverse     :type directory: unicode     :param safe_mode: whether to use a heuristic to determine whether a file         contains Airflow DAG definitions     :return: a list of paths to Python files in the specified directory     :rtype: list[unicode]
99	Construct a TaskInstance from the database based on the primary key          :param session: DB session.         :param lock_for_update: if True, indicates that the database should             lock the TaskInstance (issuing a FOR UPDATE clause) until the             session is committed.
100	Launch DagFileProcessorManager processor and start DAG parsing loop in manager.
101	Send termination signal to DAG parsing processor manager         and expect it to terminate all DAG file processors.
102	Helper method to clean up DAG file processors to avoid leaving orphan processes.
103	Use multiple processes to parse and generate tasks for the         DAGs in parallel. By processing them in separate processes,         we can get parallelism and isolation from potentially harmful         user code.
104	Parse DAG files repeatedly in a standalone loop.
105	Parse DAG files in a loop controlled by DagParsingSignal.         Actual DAG parsing loop will run once upon receiving one         agent heartbeat message and will report done when finished the loop.
106	Refresh file paths from dag dir if we haven't done it for too long.
107	Occasionally print out stats about how fast the files are getting processed
108	Clears import errors for files that no longer exist.          :param session: session for ORM operations         :type session: sqlalchemy.orm.session.Session
109	Print out stats about how files are getting processed.          :param known_file_paths: a list of file paths that may contain Airflow             DAG definitions         :type known_file_paths: list[unicode]         :return: None
110	Update this with a new set of paths to DAG definition files.          :param new_file_paths: list of paths to DAG definition files         :type new_file_paths: list[unicode]         :return: None
111	Sleeps until all the processors are done.
112	This should be periodically called by the manager loop. This method will         kick off new processes to process DAG definition files and read the         results from the finished processors.          :return: a list of SimpleDags that were produced by processors that             have finished since the last time this was called         :rtype: list[airflow.utils.dag_processing.SimpleDag]
113	Kill all child processes on exit since we don't want to leave         them as orphaned.
114	Opens a ssh connection to the remote host.          :rtype: paramiko.client.SSHClient
115	Creates a transfer job that runs periodically.          :param body: (Required) A request body, as described in             https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/patch#request-body         :type body: dict         :return: transfer job.             See:             https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs#TransferJob         :rtype: dict
116	Gets the latest state of a long-running operation in Google Storage         Transfer Service.          :param job_name: (Required) Name of the job to be fetched         :type job_name: str         :param project_id: (Optional) the ID of the project that owns the Transfer             Job. If set to None or missing, the default project_id from the GCP             connection is used.         :type project_id: str         :return: Transfer Job         :rtype: dict
117	Lists long-running operations in Google Storage Transfer         Service that match the specified filter.          :param filter: (Required) A request filter, as described in             https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/list#body.QUERY_PARAMETERS.filter         :type filter: dict         :return: List of Transfer Jobs         :rtype: list[dict]
118	Updates a transfer job that runs periodically.          :param job_name: (Required) Name of the job to be updated         :type job_name: str         :param body: A request body, as described in             https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs/patch#request-body         :type body: dict         :return: If successful, TransferJob.         :rtype: dict
119	Deletes a transfer job. This is a soft delete. After a transfer job is         deleted, the job and all the transfer executions are subject to garbage         collection. Transfer jobs become eligible for garbage collection         30 days after soft delete.          :param job_name: (Required) Name of the job to be deleted         :type job_name: str         :param project_id: (Optional) the ID of the project that owns the Transfer             Job. If set to None or missing, the default project_id from the GCP             connection is used.         :type project_id: str         :rtype: None
120	Cancels an transfer operation in Google Storage Transfer Service.          :param operation_name: Name of the transfer operation.         :type operation_name: str         :rtype: None
121	Pauses an transfer operation in Google Storage Transfer Service.          :param operation_name: (Required) Name of the transfer operation.         :type operation_name: str         :rtype: None
122	Resumes an transfer operation in Google Storage Transfer Service.          :param operation_name: (Required) Name of the transfer operation.         :type operation_name: str         :rtype: None
123	Waits until the job reaches the expected state.          :param job: Transfer job             See:             https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferJobs#TransferJob         :type job: dict         :param expected_statuses: State that is expected             See:             https://cloud.google.com/storage-transfer/docs/reference/rest/v1/transferOperations#Status         :type expected_statuses: set[str]         :param timeout:         :type timeout: time in which the operation must end in seconds         :rtype: None
124	Returns all task reschedules for the task instance and try number,         in ascending order.          :param task_instance: the task instance to find task reschedules for         :type task_instance: airflow.models.TaskInstance
125	Returns the number of slots open at the moment
126	Runs command and returns stdout
127	Remove an option if it exists in config from a file or         default config. If both of config have the same option, this removes         the option in both configs unless remove_default=False.
128	Returns the section as a dict. Values are converted to int, float, bool         as required.          :param section: section from the config         :rtype: dict
129	Allocate IDs for incomplete keys.          .. seealso::             https://cloud.google.com/datastore/docs/reference/rest/v1/projects/allocateIds          :param partial_keys: a list of partial keys.         :type partial_keys: list         :return: a list of full keys.         :rtype: list
130	Begins a new transaction.          .. seealso::             https://cloud.google.com/datastore/docs/reference/rest/v1/projects/beginTransaction          :return: a transaction handle.         :rtype: str
131	Commit a transaction, optionally creating, deleting or modifying some entities.          .. seealso::             https://cloud.google.com/datastore/docs/reference/rest/v1/projects/commit          :param body: the body of the commit request.         :type body: dict         :return: the response body of the commit request.         :rtype: dict
132	Lookup some entities by key.          .. seealso::             https://cloud.google.com/datastore/docs/reference/rest/v1/projects/lookup          :param keys: the keys to lookup.         :type keys: list         :param read_consistency: the read consistency to use. default, strong or eventual.                                  Cannot be used with a transaction.         :type read_consistency: str         :param transaction: the transaction to use, if any.         :type transaction: str         :return: the response body of the lookup request.         :rtype: dict
133	Roll back a transaction.          .. seealso::             https://cloud.google.com/datastore/docs/reference/rest/v1/projects/rollback          :param transaction: the transaction to roll back.         :type transaction: str
134	Run a query for entities.          .. seealso::             https://cloud.google.com/datastore/docs/reference/rest/v1/projects/runQuery          :param body: the body of the query request.         :type body: dict         :return: the batch of query results.         :rtype: dict
135	Gets the latest state of a long-running operation.          .. seealso::             https://cloud.google.com/datastore/docs/reference/data/rest/v1/projects.operations/get          :param name: the name of the operation resource.         :type name: str         :return: a resource operation instance.         :rtype: dict
136	Deletes the long-running operation.          .. seealso::             https://cloud.google.com/datastore/docs/reference/data/rest/v1/projects.operations/delete          :param name: the name of the operation resource.         :type name: str         :return: none if successful.         :rtype: dict
137	Poll backup operation state until it's completed.          :param name: the name of the operation resource         :type name: str         :param polling_interval_in_seconds: The number of seconds to wait before calling another request.         :type polling_interval_in_seconds: int         :return: a resource operation instance.         :rtype: dict
138	Export entities from Cloud Datastore to Cloud Storage for backup.          .. note::             Keep in mind that this requests the Admin API not the Data API.          .. seealso::             https://cloud.google.com/datastore/docs/reference/admin/rest/v1/projects/export          :param bucket: The name of the Cloud Storage bucket.         :type bucket: str         :param namespace: The Cloud Storage namespace path.         :type namespace: str         :param entity_filter: Description of what data from the project is included in the export.         :type entity_filter: dict         :param labels: Client-assigned labels.         :type labels: dict of str         :return: a resource operation instance.         :rtype: dict
139	Import a backup from Cloud Storage to Cloud Datastore.          .. note::             Keep in mind that this requests the Admin API not the Data API.          .. seealso::             https://cloud.google.com/datastore/docs/reference/admin/rest/v1/projects/import          :param bucket: The name of the Cloud Storage bucket.         :type bucket: str         :param file: the metadata file written by the projects.export operation.         :type file: str         :param namespace: The Cloud Storage namespace path.         :type namespace: str         :param entity_filter: specify which kinds/namespaces are to be imported.         :type entity_filter: dict         :param labels: Client-assigned labels.         :type labels: dict of str         :return: a resource operation instance.         :rtype: dict
140	Publish a message to a topic or an endpoint.          :param target_arn: either a TopicArn or an EndpointArn         :type target_arn: str         :param message: the default message you want to send         :param message: str
141	Fetch the hostname using the callable from the config or using     `socket.getfqdn` as a fallback.
142	Retrieves connection to Cloud Natural Language service.          :return: Cloud Natural Language service object         :rtype: google.cloud.language_v1.LanguageServiceClient
143	Finds named entities in the text along with entity types,         salience, mentions for each entity, and other properties.          :param document: Input document.             If a dict is provided, it must be of the same form as the protobuf message Document         :type document: dict or class google.cloud.language_v1.types.Document         :param encoding_type: The encoding type used by the API to calculate offsets.         :type encoding_type: google.cloud.language_v1.types.EncodingType         :param retry: A retry object used to retry requests. If None is specified, requests will not be             retried.         :type retry: google.api_core.retry.Retry         :param timeout: The amount of time, in seconds, to wait for the request to complete. Note that if             retry is specified, the timeout applies to each individual attempt.         :type timeout: float         :param metadata: Additional metadata that is provided to the method.         :type metadata: sequence[tuple[str, str]]]         :rtype: google.cloud.language_v1.types.AnalyzeEntitiesResponse
144	A convenience method that provides all the features that analyzeSentiment,         analyzeEntities, and analyzeSyntax provide in one call.          :param document: Input document.             If a dict is provided, it must be of the same form as the protobuf message Document         :type document: dict or google.cloud.language_v1.types.Document         :param features: The enabled features.             If a dict is provided, it must be of the same form as the protobuf message Features         :type features: dict or google.cloud.language_v1.enums.Features         :param encoding_type: The encoding type used by the API to calculate offsets.         :type encoding_type: google.cloud.language_v1.types.EncodingType         :param retry: A retry object used to retry requests. If None is specified, requests will not be             retried.         :type retry: google.api_core.retry.Retry         :param timeout: The amount of time, in seconds, to wait for the request to complete. Note that if             retry is specified, the timeout applies to each individual attempt.         :type timeout: float         :param metadata: Additional metadata that is provided to the method.         :type metadata: sequence[tuple[str, str]]]         :rtype: google.cloud.language_v1.types.AnnotateTextResponse
145	Classifies a document into categories.          :param document: Input document.             If a dict is provided, it must be of the same form as the protobuf message Document         :type document: dict or class google.cloud.language_v1.types.Document         :param retry: A retry object used to retry requests. If None is specified, requests will not be             retried.         :type retry: google.api_core.retry.Retry         :param timeout: The amount of time, in seconds, to wait for the request to complete. Note that if             retry is specified, the timeout applies to each individual attempt.         :type timeout: float         :param metadata: Additional metadata that is provided to the method.         :type metadata: sequence[tuple[str, str]]]         :rtype: google.cloud.language_v1.types.AnalyzeEntitiesResponse
146	Gets template fields for specific operator class.      :param fullname: Full path to operator class.         For example: ``airflow.contrib.operators.gcp_vision_operator.CloudVisionProductSetCreateOperator``     :return: List of template field     :rtype: list[str]
147	A role that allows you to include a list of template fields in the middle of the text. This is especially     useful when writing guides describing how to use the operator.     The result is a list of fields where each field is shorted in the literal block.      Sample usage::      :template-fields:`airflow.contrib.operators.gcp_natural_language_operator.CloudLanguageAnalyzeSentimentOperator`      For further information look at:      * [http://docutils.sourceforge.net/docs/howto/rst-roles.html](Creating reStructuredText Interpreted       Text Roles)
148	Properly close pooled database connections
149	Ensures that certain subfolders of AIRFLOW_HOME are on the classpath
150	Gets the returned Celery result from the Airflow task         ID provided to the sensor, and returns True if the         celery result has been finished execution.          :param context: Airflow's execution context         :type context: dict         :return: True if task has been executed, otherwise False         :rtype: bool
151	Return true if the ticket cache contains "conf" information as is found     in ticket caches of Kerberos 1.8.1 or later. This is incompatible with the     Sun Java Krb5LoginModule in Java6, so we need to take an action to work     around it.
152	Transforms a SQLAlchemy model instance into a dictionary
153	Yield successive chunks of a given size from a list of items
154	Reduce the given list of items by splitting it into chunks     of the given size and passing each chunk through the reducer
155	Given a number of tasks, builds a dependency chain.      chain(task_1, task_2, task_3, task_4)      is equivalent to      task_1.set_downstream(task_2)     task_2.set_downstream(task_3)     task_3.set_downstream(task_4)
156	Returns a pretty ascii table from tuples      If namedtuple are used, the table will have headers
