code,docstring,generated_comment
"def usearchdb(fasta, alignment = 'local', usearch_loc = 'usearch'):
 
  if '.udb' in fasta:
 
  print('# ... database found: %s' % (fasta), file=sys.stderr)
 
  return fasta
 
  type = check_type(fasta)
 
  db = '%s.%s.udb' % (fasta.rsplit('.', 1)[0], type)
 
  if os.path.exists(db) is False:
 
  print('# ... making usearch db for: %s' % (fasta), file=sys.stderr)
 
  if alignment == 'local':
 
  os.system('%s -makeudb_ublast %s -output %s >> log.txt' % (usearch_loc, fasta, db))
 
  elif alignment == 'global':
 
  os.system('%s -makeudb_usearch %s -output %s >> log.txt' % (usearch_loc, fasta, db))
 
  else:
 
  print('# ... database found for: %s' % (fasta), file=sys.stderr)
 
  return db",make usearch db,"This function is used to create or utilize a USEARCH database from a given FASTA file.

The function takes three parameters: 
1. fasta - the input FASTA file name or the database file name with "".udb"" extension. 
2. alignment - the type of alignment to perform, either 'local' or 'global'. 
3. usearch_loc - the location of the USEARCH tool on the system.

The function starts by checking if the input is already a USEARCH database file. If it is, it returns the filename.

If the input is not a database file, it determines the type of the input fasta file using the 'check_type' function and creates the corresponding database file by appending "".udb"" to the fasta filename.

If the database file does not already exist, it prints a message indicating that it is creating the USEARCH database for the fasta file.

If the alignment type is 'local', it uses the USEARCH tool to create the database by running the command 'usearch -makeudb_ublast fasta -output db'. The output is redirected to a log file.

If the alignment type is 'global', it uses the USEARCH tool to create the database by running the command 'usearch -makeudb_usearch fasta -output db'. The output is redirected to a log file.

Finally, if the database file already exists, it prints a message indicating that the database is found, and returns the database file name."
"def _pp(dict_data):
  for key, val in dict_data.items():
 
  # pylint: disable=superfluous-parens
 
  print('{0:<11}: {1}'.format(key, val))",Pretty print.,"This code defines a function called `_pp` which takes a dictionary as input. The function is used to pretty-print the contents of the dictionary, where each key-value pair is displayed on a separate line. 

The function uses a for loop to iterate through the items in the dictionary. Within the loop, each key-value pair is printed using the `print` function. The format string used for printing includes placeholders for the key and value. The `""<""` symbol is used to left-align the key, and a width of 11 is specified to ensure consistency in the output format.

However, there is a line with a comment that says `# pylint: disable=superfluous-parens`. This is a comment that is used to disable a specific pylint warning. The warning being disabled in this case is related to superfluous parentheses, which means that pylint may warn about unnecessary parentheses in the code."
"def foo(params, metadata):
 
  if hasattr(params, 'licenses'):
 
  if params.licenses:
 
  _pp(metadata.licenses_desc())
 
  sys.exit(0)","Print licenses.
 
 
 
  :param argparse.Namespace params: parameter
 
  :param bootstrap_py.classifier.Classifiers metadata: package metadata","The `foo` function takes in two parameters: `params` and `metadata`. 

This function checks if the `params` object has an attribute called `licenses`. If it does, it then checks if the value of `params.licenses` is truthy (i.e., not False, 0, an empty string, etc.). 

If `params.licenses` is truthy, the function will print out a description of the licenses stored in the `metadata` object by calling `metadata.licenses_desc()` and then exit the program with a status code of 0."
"def foo(params):
 
  repodir = os.path.join(params.outdir, params.name)
 
  if os.path.isdir(repodir):
 
  raise Conflict(
 
  'Package repository ""{0}"" has already exists.'.format(repodir))","Check repository existence.
 
 
 
  :param argparse.Namespace params: parameters","This function, `foo`, checks if a package repository already exists in a given directory. It takes in a `params` object as input, which should have an `outdir` attribute indicating the directory path and a `name` attribute indicating the name of the package repository. 

The function first creates a path by joining the `outdir` with the `name` attribute using `os.path.join()`. 

Then, it checks if the `repodir` path already exists as a directory using `os.path.isdir()`. If it does exist, it raises a `Conflict` exception with a specific error message indicating that the package repository already exists."
"def foo(params):
 
  pkg_data = package.PackageData(params)
 
  pkg_tree = package.PackageTree(pkg_data)
 
  pkg_tree.generate()
 
  pkg_tree.move()
 
  VCS(os.path.join(pkg_tree.outdir, pkg_tree.name), pkg_tree.pkg_data)","Generate package repository.
 
 
 
  :param argparse.Namespace params: parameters","This function takes in parameters and performs the following steps:

1. Creates a PackageData object using the params provided.
2. Creates a PackageTree object using the PackageData object.
3. Generates the package tree.
4. Moves the package tree to a specified output directory.
5. Uses a VCS (Version Control System) to track changes in the package tree."
"def print_single(line, rev):
 
  if rev is True:
 
  seq = rc(['', line[9]])[1]
 
  qual = line[10][::-1]
 
  else:
 
  seq = line[9]
 
  qual = line[10]
 
  fq = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  print('\n'.join(fq), file = sys.stderr)",print single reads to stderr,"This function, named `print_single`, takes in two parameters: `line` and `rev`. 

The purpose of this function is to generate and print a single sequence entry from a FastQ file. 

If the `rev` parameter is True, it means that the sequence needs to be reversed. In this case, the function obtains the reverse complement of the sequence in `line[9]` using the `rc()` function and assigns it to the variable `seq`. The quality score string in `line[10]` is also reversed and assigned to the variable `qual`. 

If `rev` is not True, the function assigns `line[9]` to the variable `seq` and `line[10]` to the variable `qual`. 

After that, a list named `fq` is created with the sequence ID, the sequence itself (`seq`), the ""+"", and the quality score string (`qual`). 

Finally, the function prints each element of the `fq` list on a separate line, using the `print()` function. The output is redirected to `sys.stderr`."
"def foo(sam, singles = False, force = False):
 
  L, R = None, None
 
  for line in sam:
 
  if line.startswith('@') is True:
 
  continue
 
  line = line.strip().split()
 
  bit = [True if i == '1' else False \
 
  for i in bin(int(line[1])).split('b')[1][::-1]]
 
  while len(bit) < 8:
 
  bit.append(False)
 
  pair, proper, na, nap, rev, mrev, left, right = bit
 
  # make sure read is paired
 
  if pair is False:
 
  if singles is True:
 
  print_single(line, rev)
 
  continue
 
  # check if sequence is reverse-complemented
 
  if rev is True:
 
  seq = rc(['', line[9]])[1]
 
  qual = line[10][::-1]
 
  else:
 
  seq = line[9]
 
  qual = line[10]
 
  # check if read is forward or reverse, return when both have been found
 
  if left is True:
 
  if L is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if L is not None:
 
  L = None
 
  continue
 
  L = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if R is not None:
 
  yield L
 
  yield R
 
  L, R = None, None
 
  if right is True:
 
  if R is not None and force is False:
 
  print('sam file is not sorted', file = sys.stderr)
 
  print('\te.g.: %s' % (line[0]), file = sys.stderr)
 
  exit()
 
  if R is not None:
 
  R = None
 
  continue
 
  R = ['@%s' % line[0], seq, '+%s' % line[0], qual]
 
  if L is not None:
 
  yield L
 
  yield R
 
  L, R = None, None",convert sam to fastq,"The given code is a function called ""foo"" which takes a variable ""sam"" as input, along with two optional parameters ""singles"" and ""force"". 

The function reads a file line by line, skipping lines that start with '@'. 
It then processes each line and extracts a binary representation of a number from a specific position in the line. This binary representation is converted to a list of boolean values representing different properties of the read. The properties include whether the read is paired, whether it is a proper pair, whether it is aligned, whether it is aligned to a primer, whether it is in a reverse orientation, whether it is in a mate-reverse orientation, whether it is a left read or a right read.

If the read is not paired and the ""singles"" parameter is True, then a function called ""print_single"" is called with the line and the boolean value representing reverse orientation as arguments, and the loop moves on to the next line.

If the read is reverse-oriented, the sequence and quality values are reversed and complemented.

The function then checks if the read is a left or right read and keeps track of the first occurrence of each read. If a read has already been found and the ""force"" parameter is False, an error message is printed, and the program exits. If a read of the opposite orientation has been found, the current read (L or R) along with the opposite read is yielded. If the current read is not the opposite, it is stored as the opposite read (L or R).

Once the loop finishes, any remaining reads are yielded if they exist.

In summary, this function processes a SAM file, which is a file format used for storing biological sequence alignment data. It extracts information about reads from each line of the file and distinguishes between left and right reads. It also checks for paired reads, reverse orientation, and proper alignment. The function can optionally handle single reads and enforce sorting of the SAM file."
"def foo(sam, sort):
 
  tempdir = '%s/' % (os.path.abspath(sam).rsplit('/', 1)[0])
 
  if sort is True:
 
  mapping = '%s.sorted.sam' % (sam.rsplit('.', 1)[0])
 
  if sam != '-':
 
  if os.path.exists(mapping) is False:
 
  os.system(""\
 
  sort -k1 --buffer-size=%sG -T %s -o %s %s\
 
  "" % (sbuffer, tempdir, mapping, sam)) 
 
  else:
 
  mapping = 'stdin-sam.sorted.sam'
 
  p = Popen(""sort -k1 --buffer-size=%sG -T %s -o %s"" \
 
  % (sbuffer, tempdir, mapping), stdin = sys.stdin, shell = True) 
 
  p.communicate()
 
  mapping = open(mapping)
 
  else:
 
  if sam == '-':
 
  mapping = sys.stdin
 
  else:
 
  mapping = open(sam)
 
  return mapping",sort sam file,"This function takes in two arguments: 'sam' and 'sort'. 

The 'sam' argument represents a file path, which is checked to determine if the file exists. If the file does not exist, a mapping file is created by sorting the 'sam' file based on the first column of data. The sorted data is stored in a new file with the extension '.sorted.sam'. The sorting is done using the 'sort' command in the shell, with a buffer size of 'sbuffer' and a temporary directory specified.

If the 'sam' file does exist, the sorting operation is performed using the standard input stream. The sorted data is stored in a file named 'stdin-sam.sorted.sam'.

The result of the sorting operation, either from the file or the standard input, is opened and returned as the final output of the function."
"def sub_sam(sam, percent, sort = True, sbuffer = False):
  mapping = sort_sam(sam, sort)
 
  pool = [1 for i in range(0, percent)] + [0 for i in range(0, 100 - percent)]
 
  c = cycle([1, 2])
 
  for line in mapping:
 
  line = line.strip().split()
 
  if line[0].startswith('@'): # get the sam header
 
  yield line
 
  continue
 
  if int(line[1]) <= 20: # is this from a single read?
 
  if random.choice(pool) == 1:
 
  yield line
 
  else:
 
  n = next(c)
 
  if n == 1:
 
  prev = line
 
  if n == 2 and random.choice(pool) == 1:
 
  yield prev
 
  yield line",randomly subset sam file,"This function takes in a SAM (Sequence Alignment/Map) file, a percentage value, and optional parameters. It returns a subset of the SAM file based on the given percentage.

The function first calls another function called ""sort_sam"" to sort the SAM file based on some criteria specified by the ""sort"" parameter.

Next, it creates a pool of integers with the given percentage of 1s and the remaining 0s. This pool is used for random selection later.

Then, it uses a cycle object to alternate between values 1 and 2.

The function iterates over each line in the sorted SAM file. If the line starts with ""@"" indicating it is a SAM header, it is yielded as is.

If the ""NH"" field in the SAM line (line[1]) is less than or equal to 20, it means it is from a single read. If a random choice from the pool is 1, the line is yielded.

If the line is from a paired-end read, the function checks the cycle value. If the value is 1, the current line is stored in a variable called ""prev"". If the value is 2 and the random choice from the pool is 1, both the previous line and the current line are yielded.

In summary, the function selects a subset of the SAM file based on the given percentage and sorts the SAM file before doing so."
"def fq2fa(fq):
 
  c = cycle([1, 2, 3, 4])
 
  for line in fq:
 
  n = next(c)
 
  if n == 1:
 
  seq = ['>%s' % (line.strip().split('@', 1)[1])]
 
  if n == 2:
 
  seq.append(line.strip())
 
  yield seq",convert fq to fa,"This code defines a function named ""fq2fa"" that takes in a list of sequences in fastq format. The code then converts each fastq sequence into fasta format and yields it. 

Inside the function, the code creates a cycle object with the numbers 1, 2, 3, and 4. 

Then, for each line in the fastq sequence list, the code retrieves the next number from the cycle object.

If the number is 1, it means that the line represents the sequence identifier, so it is extracted and stored in a list called ""seq"" with a "">"" character added at the beginning.

If the number is 2, it means that the line contains the sequence itself, so it is stripped of any leading or trailing spaces and then appended to the ""seq"" list.

The ""seq"" list is then yielded as a fasta sequence containing the identifier line with "">"" and the sequence line.

By repeatedly yielding fasta sequences, the code effectively converts the input fastq sequences into fasta format."
"def foo(f):
 
  @wraps(f)
 
  def wrapper(*args, **kwargs):
 
  if kwargs.has_key('return_type'):
 
  return_type = kwargs['return_type']
 
  kwargs.pop('return_type')
 
  return return_type(f(*args, **kwargs))
 
  elif len(args) > 0:
 
  return_type = type(args[0])
 
  return return_type(f(*args, **kwargs))
 
  else:
 
  return f(*args, **kwargs)
 
  return wrapper","Converts the returned value of wrapped function to the type of the
 
  first arg or to the type specified by a kwarg key return_type's value.","This code defines a decorator function called ""foo"" that can be used to wrap other functions. The decorator is used to modify the behavior of the wrapped function.

The ""foo"" function uses the ""wraps"" decorator from the ""functools"" module to preserve the original metadata of the wrapped function.

The ""foo"" function itself takes a single argument, which is the function to be wrapped. It then defines an inner function called ""wrapper"" that will be returned as the decorated function.

The ""wrapper"" function accepts any number of positional arguments (*args) and keyword arguments (**kwargs). It checks if the ""kwargs"" dictionary contains a key called ""return_type"". If it does, it extracts the value of ""return_type"" and removes it from the ""kwargs"" dictionary.

The ""wrapper"" function then calls the wrapped function with the supplied arguments and keyword arguments. If the ""return_type"" key was present in the ""kwargs"" dictionary, it converts the return value of the wrapped function to the specified return type and returns it. If the ""return_type"" key was not present, it returns the return value of the wrapped function as is.

If there are no positional arguments (*args) provided to the ""wrapper"" function, it determines the return type based on the type of the first positional argument. This is done by using the ""type"" function.

After defining the ""wrapper"" function, the ""foo"" function returns it as the decorated function.

Overall, this code allows the decorated function to specify a return type, and if provided, the return value of the wrapped function is converted to that type. If no return type is specified, the return value is returned as is."
"def foo(f):
 
  @wraps(f)
 
  def wrapper(*args, **kwargs):
 
  args = (setify(x) for x in args)
 
  return f(*args, **kwargs)
 
  return wrapper",Converts all args to 'set' type via self.setify function.,"This code defines a decorator called 'foo' that can be used to wrap around functions. The decorator uses the 'wraps' function from the 'functools' module to preserve the original name and documentation of the wrapped function.

The 'foo' decorator takes a function 'f' as its argument. It defines another function called 'wrapper' that will be returned as the new decorated function. 

The 'wrapper' function takes any number of arguments and keyword arguments specified by '*args' and '**kwargs', respectively. It applies the 'setify' function to each argument in '*args' using a generator comprehension. The 'setify' function converts each argument into a set, removing any duplicate elements. 

Finally, the 'wrapper' function returns the result of calling the original function 'f', passing in the modified arguments and keyword arguments."
"def _init_entri(self, laman):
 
 
  sup = BeautifulSoup(laman.text, 'html.parser')
 
  estr = ''
 
  for label in sup.find('hr').next_siblings:
 
  if label.name == 'hr':
 
  self.entri.append(Entri(estr))
 
  break
 
  if label.name == 'h2':
 
  if estr:
 
  self.entri.append(Entri(estr))
 
  estr = ''
 
  estr += str(label).strip()","Membuat objek-objek entri dari laman yang diambil.
 
 
 
  :param laman: Laman respons yang dikembalikan oleh KBBI daring.
 
  :type laman: Response","The `_init_entri` function initializes the `entri` list by parsing the given HTML page (`laman`) using BeautifulSoup. 

It starts by creating a BeautifulSoup object, `sup`, using the `laman` text and specifying the parser as `html.parser`. 

Then, an empty string, `estr`, is created. 

The function iterates over the siblings of the `<hr>` tag found in the `sup` object. 

If the current sibling's tag name is `<hr>`, it means that we have reached the end of a section, so the current `estr` string is appended to the `entri` list as an `Entri` object, and the loop is terminated with `break`. 

If the current sibling's tag name is `<h2>`, it means that a new section is starting. In this case, if the `estr` string is not empty, it means that there was a previous section, so that section is appended to the `entri` list. Then, the `estr` string is reset to an empty string. 

For each sibling, the string representation of the sibling (excluding any leading or trailing whitespace) is concatenated to the `estr` string. This allows us to accumulate the content of each section in the `estr` variable."
"def _init_kata_dasar(self, dasar):
 
 
  for tiap in dasar:
 
  kata = tiap.find('a')
 
  dasar_no = kata.find('sup')
 
  kata = ambil_teks_dalam_label(kata)
 
  self.kata_dasar.append(
 
  kata + ' [{}]'.format(dasar_no.text.strip()) if dasar_no else kata
 
  )","Memproses kata dasar yang ada dalam nama entri.
 
 
 
  :param dasar: ResultSet untuk label HTML dengan class=""rootword""
 
  :type dasar: ResultSet","The ""_init_kata_dasar"" function initializes the ""kata_dasar"" attribute of the class using a list of ""dasar"" elements as input.
Within the function, a loop iterates over each ""dasar"" element.
Within each iteration, the function extracts the first anchor element (""a"") within the ""dasar"" element.
Then, the function searches for a ""sup"" element within the anchor element.
The text content of the anchor element is retrieved using the ""ambil_teks_dalam_label"" function.
If a ""dasar_no"" element (superscript) is found, the text content of the anchor element is appended to the ""kata_dasar"" list, along with the text content inside the ""dasar_no"" element (in square brackets). If no ""dasar_no"" element is found, only the text content of the anchor element is appended to the ""kata_dasar"" list.
Overall, this function extracts the base words from the ""dasar"" elements and appends them to the ""kata_dasar"" list along with an optional base number, if available."
"def serialisasi(self):
  return {
 
  ""nama"": self.nama,
 
  ""nomor"": self.nomor,
 
  ""kata_dasar"": self.kata_dasar,
 
  ""pelafalan"": self.pelafalan,
 
  ""bentuk_tidak_baku"": self.bentuk_tidak_baku,
 
  ""varian"": self.varian,
 
  ""makna"": [makna.serialisasi() for makna in self.makna]
 
  }","Mengembalikan hasil serialisasi objek Entri ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict","The `serialisasi` method is used to convert an object of a class into a serialized format, which can be easily stored, transmitted, or persisted. 

The method returns a dictionary that represents the serialized version of the object. The dictionary contains various attributes of the object, such as name, number, base word, pronunciation, non-standard form, variants, and meanings. 

The object's attributes are accessed using their respective instance variables, and their values are added to the dictionary. The `nama` attribute is added with the value `self.nama`, `nomor` with `self.nomor`, `kata_dasar` with `self.kata_dasar`, and so on. 

The `makna` attribute, which is a list of objects, is handled in a slightly different way. The list comprehension `[makna.serialisasi() for makna in self.makna]` is used to iterate over each object in the `makna` list and call their `serialisasi` method. This returns the serialized version of each `makna` object, which is then added to the dictionary under the key ""makna"".

Finally, the serialized dictionary is returned as the output of the `serialisasi` method."
"def _makna(self):
 
 
  if len(self.makna) > 1:
 
  return '\n'.join(
 
  str(i) + "". "" + str(makna)
 
  for i, makna in enumerate(self.makna, 1)
 
  )
 
  return str(self.makna[0])","Mengembalikan representasi string untuk semua makna entri ini.
 
 
 
  :returns: String representasi makna-makna
 
  :rtype: str","This code defines a method called `_makna` that is a part of a class. The purpose of this method is to return the meaning(s) of a word. 

The method first checks if the `makna` attribute of the instance has more than one value. If it does, it means that the word has multiple meanings. 

In that case, the method uses a loop to iterate over each meaning in the `makna` attribute and concatenate it with its corresponding number. The result is a formatted string that lists each meaning with its index number. 

If the `makna` attribute has only one value, the method directly returns that value as a string."
"def _nama(self):
 
 
  hasil = self.nama
 
  if self.nomor:
 
  hasil += "" [{}]"".format(self.nomor)
 
  if self.kata_dasar:
 
  hasil = "" » "".join(self.kata_dasar) + "" » "" + hasil
 
  return hasil","Mengembalikan representasi string untuk nama entri ini.
 
 
 
  :returns: String representasi nama entri
 
  :rtype: str","The code defines a function `_nama` which takes no arguments. 

Inside the function, it first assigns the value of the `nama` attribute of the object to the variable `hasil`. 

Then, it checks if the `nomor` attribute of the object exists. If it does, it appends the value enclosed in square brackets to the `hasil` variable using string formatting. 

Next, it checks if the `kata_dasar` attribute of the object exists. If it does, it joins the values of the `kata_dasar` attribute using the string "" » "" as a separator, and appends it with "" » "" and the `hasil` variable. 

Finally, it returns the `hasil` variable as the result of the function."
"def _varian(self, varian):
 
 
  if varian == self.bentuk_tidak_baku:
 
  nama = ""Bentuk tidak baku""
 
  elif varian == self.varian:
 
  nama = ""Varian""
 
  else:
 
  return ''
 
  return nama + ': ' + ', '.join(varian)","Mengembalikan representasi string untuk varian entri ini.
 
  Dapat digunakan untuk ""Varian"" maupun ""Bentuk tidak baku"".
 
 
 
  :param varian: List bentuk tidak baku atau varian
 
  :type varian: list
 
  :returns: String representasi varian atau bentuk tidak baku
 
  :rtype: str","This function is used to generate a description based on the input parameter ""varian"". The function takes in a variable called ""varian"" as input.

The function checks if the value of ""varian"" is equal to the value of ""self.bentuk_tidak_baku"". If it is, then the variable ""nama"" is assigned the string ""Bentuk tidak baku"".

If the value of ""varian"" is equal to the value of ""self.varian"", then the variable ""nama"" is assigned the string ""Varian"".

If neither of these conditions are met, the function returns an empty string.

Finally, the function returns a concatenated string, consisting of the value of ""nama"", followed by "": "", and then the elements of the ""varian"" variable joined by commas."
"def _init_kelas(self, makna_label):
  kelas = makna_label.find(color='red')
 
  lain = makna_label.find(color='darkgreen')
 
  info = makna_label.find(color='green')
 
  if kelas:
 
  kelas = kelas.find_all('span')
 
  if lain:
 
  self.kelas = {lain.text.strip(): lain['title'].strip()}
 
  self.submakna = lain.next_sibling.strip()
 
  self.submakna += ' ' + makna_label.find(color='grey').text.strip()
 
  else:
 
  self.kelas = {
 
  k.text.strip(): k['title'].strip() for k in kelas
 
  } if kelas else {}
 
  self.info = info.text.strip() if info else ''","Memproses kelas kata yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup","This code defines a private method called `_init_kelas` that takes a parameter called `makna_label`. The purpose of this method is to initialize the properties of a class object.

Inside the method, the code first searches for a span element with the color attribute set to 'red' within the `makna_label`. This element represents the class of the object. If such an element is found, it retrieves all the span elements within it and assigns them to the `kelas` variable.

Next, the code searches for a span element with the color attribute set to 'darkgreen' within the `makna_label`. This element represents additional information or sub-class of the object. If found, it assigns the text and the 'title' attribute value of that span element to the `self.kelas` dictionary. It also retrieves the sibling element of the 'darkgreen' span and assigns it to the `self.submakna` variable. Additionally, it concatenates the text of a span element with the color attribute set to 'grey' to the `self.submakna`.

If no 'darkgreen' span element is found, the code proceeds to search for span elements with the color attribute set to 'green'. These elements represent more information about the object. If found, the code assigns the text of the first span element to the `self.info` variable.

Finally, the method finishes executing, and the object's properties (`self.kelas`, `self.submakna`, and `self.info`) are initialized based on the results of the code execution."
"def _init_contoh(self, makna_label):  
 
  indeks = makna_label.text.find(': ')
 
  if indeks != -1:
 
  contoh = makna_label.text[indeks + 2:].strip()
 
  self.contoh = contoh.split('; ')
 
  else:
 
  self.contoh = []","Memproses contoh yang ada dalam makna.
 
 
 
  :param makna_label: BeautifulSoup untuk makna yang ingin diproses.
 
  :type makna_label: BeautifulSoup","This function initializes the 'contoh' attribute of an object. It takes in a 'makna_label' parameter, which is expected to be a label containing a string.

The function first finds the index position of the substring ': ' within the 'makna_label' text. If this substring is found, it means that there is an example part in the label.

The function then extracts the example part by getting the substring starting from the index position after ': ' and removes any leading or trailing whitespace characters. 

If no example part is found, the 'contoh' attribute is set to an empty list.

The extracted example part is then split by the ';' character and stored in the 'contoh' attribute.

Overall, this function is responsible for initializing the 'contoh' attribute of an object, which contains a list of examples extracted from a given label."
"def serialisasi(self):
 
  return {
 
  ""kelas"": self.kelas,
 
  ""submakna"": self.submakna,
 
  ""info"": self.info,
 
  ""contoh"": self.contoh
 
  }","Mengembalikan hasil serialisasi objek Makna ini.
 
 
 
  :returns: Dictionary hasil serialisasi
 
  :rtype: dict","This code defines a method named `serialisasi()` within a class. The purpose of this method is to serialize the object data into a dictionary format. It takes no parameters and returns a dictionary containing four key-value pairs.

The keys in the dictionary are 'kelas', 'submakna', 'info', and 'contoh'. The values of these keys are obtained from the corresponding attributes of the object.

- The value of the 'kelas' key is obtained from the 'kelas' attribute of the object.
- The value of the 'submakna' key is obtained from the 'submakna' attribute of the object.
- The value of the 'info' key is obtained from the 'info' attribute of the object.
- The value of the 'contoh' key is obtained from the 'contoh' attribute of the object.

Finally, the method returns the dictionary representation of the object data."
"def foo(pkg_data, projectdir):
  try:
 
  version, _minor_version = pkg_data.version.rsplit('.', 1)
 
  except ValueError:
 
  version = pkg_data.version
 
  args = ' '.join(('sphinx-quickstart',
 
  '--sep',
 
  '-q',
 
  '-p ""{name}""',
 
  '-a ""{author}""',
 
  '-v ""{version}""',
 
  '-r ""{release}""',
 
  '-l en',
 
  '--suffix=.rst',
 
  '--master=index',
 
  '--ext-autodoc',
 
  '--ext-viewcode',
 
  '--makefile',
 
  '{projectdir}')).format(name=pkg_data.name,
 
  author=pkg_data.author,
 
  version=version,
 
  release=pkg_data.version,
 
  projectdir=projectdir)
 
  if subprocess.call(shlex.split(args)) == 0:
 
  _touch_gitkeep(projectdir)","Build sphinx documentation.
 
 
 
  :rtype: int
 
  :return: subprocess.call return code
 
 
 
  :param `bootstrap_py.control.PackageData` pkg_data: package meta data
 
  :param str projectdir: project root directory","The `foo` function takes two parameters: `pkg_data` and `projectdir`. 

It starts by trying to split the `version` from `pkg_data` into two parts using the dot as the separator. If successful, it assigns the first part to the `version` variable, discarding the second part. If splitting fails, it simply assigns the `version` from `pkg_data` to the `version` variable.

Next, it creates a string of arguments to be passed to the `subprocess.call` function. These arguments are generated using various options for the `sphinx-quickstart` command, such as setting the project name, author name, version, release, language, and file extension. The `projectdir` parameter is included in the argument string.

The `subprocess.call` function is then called with the argument string as a list of command line arguments. If the return value of this function call is 0 (indicating success), the `_touch_gitkeep` function is called with the `projectdir` parameter."
"def bowtiedb(fa, keepDB):
  btdir = '%s/bt2' % (os.getcwd())
 
  # make directory for
 
  if not os.path.exists(btdir):
 
  os.mkdir(btdir)
 
  btdb = '%s/%s' % (btdir, fa.rsplit('/', 1)[-1])
 
  if keepDB is True:
 
  if os.path.exists('%s.1.bt2' % (btdb)):
 
  return btdb
 
  p = subprocess.Popen('bowtie2-build -q %s %s' \
 
  % (fa, btdb), shell = True)
 
  p.communicate()
 
  return btdb",make bowtie db,"This code defines a function called ""bowtiedb"" that takes two parameters: ""fa"" and ""keepDB"". The purpose of this function is to build a Bowtie2 database using a given FASTA file.

The function starts by creating a directory called ""bt2"" within the current working directory, if it doesn't already exist. Then, it constructs the path for the Bowtie2 database by appending the name of the FASTA file to the ""bt2"" directory.

If the ""keepDB"" parameter is set to True and the Bowtie2 database files already exist, the function simply returns the path of the existing database.

If the database files do not exist or the ""keepDB"" parameter is set to False, the function uses the ""bowtie2-build"" command-line tool to build the Bowtie2 database. It executes this tool as a subprocess, passing the path of the FASTA file and the desired output path of the database as arguments.

Once the execution of the ""bowtie2-build"" command is completed, the function returns the path of the newly created Bowtie2 database.

Overall, this code automates the process of creating a Bowtie2 database for a given FASTA file and allows for reusing an existing database if specified."
"def bowtie(sam, btd, f, r, u, opt, no_shrink, threads):
 
  bt2 = 'bowtie2 -x %s -p %s ' % (btd, threads)
 
  if f is not False:
 
  bt2 += '-1 %s -2 %s ' % (f, r)
 
  if u is not False:
 
  bt2 += '-U %s ' % (u)
 
  bt2 += opt
 
  if no_shrink is False:
 
  if f is False:
 
  bt2 += ' | shrinksam -u -k %s-shrunk.sam ' % (sam)
 
  else:
 
  bt2 += ' | shrinksam -k %s-shrunk.sam ' % (sam)
 
  else:
 
  bt2 += ' > %s.sam' % (sam)
 
  return bt2",generate bowtie2 command,"This code defines a function called ""bowtie"" which takes several parameters. The purpose of this function is to generate a string command to run the Bowtie2 aligner. 

The function takes the following parameters:
- ""sam"": a string representing the name of the output SAM file.
- ""btd"": a string representing the name of the Bowtie2 index to be used for alignment.
- ""f"": a string representing the name of the forward input FASTQ file.
- ""r"": a string representing the name of the reverse input FASTQ file.
- ""u"": a string representing the name of the unpaired input FASTQ file.
- ""opt"": a string representing any additional options or parameters for the Bowtie2 command.
- ""no_shrink"": a boolean indicating whether to use the ""shrinksam"" tool to reduce the size of the SAM output file.
- ""threads"": an integer representing the number of threads to use for alignment.

The function starts by constructing the initial part of the Bowtie2 command, using the ""-x"" option to specify the Bowtie2 index and the ""-p"" option to specify the number of threads.

Then, depending on the values of the ""f"", ""r"", and ""u"" parameters, appropriate options are added to the Bowtie2 command. If both ""f"" and ""r"" are provided (i.e. paired-end alignment), the ""-1"" and ""-2"" options are used to specify the input FASTQ files. If only ""u"" is provided (i.e. unpaired alignment), the ""-U"" option is used.

After adding the options, the function checks the value of the ""no_shrink"" parameter. If it is False, it appends a command to use the ""shrinksam"" tool to reduce the size of the SAM output file. The ""-u"" option is used if the ""f"" parameter is False, indicating an unpaired alignment. Otherwise, the ""-k"" option is used.

Finally, depending on the value of the ""no_shrink"" parameter, the function appends the appropriate output redirection to either save the output to a SAM file or to a shrunk SAM file.

The final Bowtie2 command string is returned as the output of the function."
